 time            v(Ain)          v(COMPout)     
 1.06545000e-05  5.46875000e-01  1.21571195e-02 
 1.06555000e-05  5.46875000e-01  1.21569328e-02 
 1.06565000e-05  5.46875000e-01  1.21567576e-02 
 1.06575000e-05  5.46875000e-01  1.21565710e-02 
 1.06585000e-05  5.46875000e-01  1.21563961e-02 
 1.06595000e-05  5.46875000e-01  1.21562095e-02 
 1.06605000e-05  5.46875000e-01  1.21560347e-02 
 1.06615000e-05  5.46875000e-01  1.21558483e-02 
 1.06625000e-05  5.46875000e-01  1.21556737e-02 
 1.06635000e-05  5.46875000e-01  1.21554873e-02 
 1.06645000e-05  5.46875000e-01  1.21553129e-02 
 1.06655000e-05  5.46875000e-01  1.21551266e-02 
 1.06665000e-05  5.46875000e-01  1.21549523e-02 
 1.06675000e-05  5.46875000e-01  1.21547661e-02 
 1.06685000e-05  5.46875000e-01  1.21545920e-02 
 1.06695000e-05  5.46875000e-01  1.21544059e-02 
 1.06705000e-05  5.46875000e-01  1.21542319e-02 
 1.06715000e-05  5.46875000e-01  1.21540459e-02 
 1.06725000e-05  5.46875000e-01  1.21538721e-02 
 1.06735000e-05  5.46875000e-01  1.21536862e-02 
 1.06745000e-05  5.46875000e-01  1.21535126e-02 
 1.06755000e-05  5.46875000e-01  1.21533267e-02 
 1.06765000e-05  5.46875000e-01  1.21531533e-02 
 1.06775000e-05  5.46875000e-01  1.21529675e-02 
 1.06785000e-05  5.46875000e-01  1.21527942e-02 
 1.06795000e-05  5.46875000e-01  1.21526086e-02 
 1.06805000e-05  5.46875000e-01  1.21524354e-02 
 1.06815000e-05  5.46875000e-01  1.21522499e-02 
 1.06825000e-05  5.46875000e-01  1.21520769e-02 
 1.06835000e-05  5.46875000e-01  1.21518914e-02 
 1.06845000e-05  5.46875000e-01  1.21517186e-02 
 1.06855000e-05  5.46875000e-01  1.21515332e-02 
 1.06865000e-05  5.46875000e-01  1.21513606e-02 
 1.06875000e-05  5.46875000e-01  1.21511752e-02 
 1.06885000e-05  5.46875000e-01  1.21510028e-02 
 1.06895000e-05  5.46875000e-01  1.21508175e-02 
 1.06905000e-05  5.46875000e-01  1.21506452e-02 
 1.06915000e-05  5.46875000e-01  1.21504601e-02 
 1.06925000e-05  5.46875000e-01  1.21502879e-02 
 1.06935000e-05  5.46875000e-01  1.21501028e-02 
 1.06945000e-05  5.46875000e-01  1.21499309e-02 
 1.06955000e-05  5.46875000e-01  1.21497459e-02 
 1.06965000e-05  5.46875000e-01  1.21495741e-02 
 1.06975000e-05  5.46875000e-01  1.21493892e-02 
 1.06985000e-05  5.46875000e-01  1.21492175e-02 
 1.06995000e-05  5.46875000e-01  1.21490327e-02 
 1.07005000e-05  5.46875000e-01  1.21488612e-02 
 1.07015000e-05  5.46875000e-01  1.21486765e-02 
 1.07025000e-05  5.46875000e-01  1.21485051e-02 
 1.07035000e-05  5.46875000e-01  1.21483205e-02 
 1.07045000e-05  5.46875000e-01  1.21481493e-02 
 1.07055000e-05  5.46875000e-01  1.21479648e-02 
 1.07065000e-05  5.46875000e-01  1.21477937e-02 
 1.07075000e-05  5.46875000e-01  1.21476093e-02 
 1.07085000e-05  5.46875000e-01  1.21474384e-02 
 1.07095000e-05  5.46875000e-01  1.21472541e-02 
 1.07105000e-05  5.46875000e-01  1.21470834e-02 
 1.07115000e-05  5.46875000e-01  1.21468991e-02 
 1.07125000e-05  5.46875000e-01  1.21467285e-02 
 1.07135000e-05  5.46875000e-01  1.21465444e-02 
 1.07145000e-05  5.46875000e-01  1.21463739e-02 
 1.07155000e-05  5.46875000e-01  1.21461899e-02 
 1.07165000e-05  5.46875000e-01  1.21460196e-02 
 1.07175000e-05  5.46875000e-01  1.21458356e-02 
 1.07185000e-05  5.46875000e-01  1.21456655e-02 
 1.07195000e-05  5.46875000e-01  1.21454816e-02 
 1.07205000e-05  5.46875000e-01  1.21453117e-02 
 1.07215000e-05  5.46875000e-01  1.21451279e-02 
 1.07225000e-05  5.46875000e-01  1.21449580e-02 
 1.07235000e-05  5.46875000e-01  1.21447744e-02 
 1.07245000e-05  5.46875000e-01  1.21446047e-02 
 1.07255000e-05  5.46875000e-01  1.21444211e-02 
 1.07265000e-05  5.46875000e-01  1.21442516e-02 
 1.07275000e-05  5.46875000e-01  1.21440681e-02 
 1.07285000e-05  5.46875000e-01  1.21438987e-02 
 1.07295000e-05  5.46875000e-01  1.21437153e-02 
 1.07305000e-05  5.46875000e-01  1.21435461e-02 
 1.07315000e-05  5.46875000e-01  1.21433628e-02 
 1.07325000e-05  5.46875000e-01  1.21431937e-02 
 1.07335000e-05  5.46875000e-01  1.21430105e-02 
 1.07345000e-05  5.46875000e-01  1.21428415e-02 
 1.07355000e-05  5.46875000e-01  1.21426584e-02 
 1.07365000e-05  5.46875000e-01  1.21424896e-02 
 1.07375000e-05  5.46875000e-01  1.21423066e-02 
 1.07385000e-05  5.46875000e-01  1.21421379e-02 
 1.07395000e-05  5.46875000e-01  1.21419550e-02 
 1.07405000e-05  5.46875000e-01  1.21417865e-02 
 1.07415000e-05  5.46875000e-01  1.21416037e-02 
 1.07425000e-05  5.46875000e-01  1.21414353e-02 
 1.07435000e-05  5.46875000e-01  1.21412526e-02 
 1.07445000e-05  5.46875000e-01  1.21410844e-02 
 1.07455000e-05  5.46875000e-01  1.21409018e-02 
 1.07465000e-05  5.46875000e-01  1.21407337e-02 
 1.07475000e-05  5.46875000e-01  1.21405512e-02 
 1.07485000e-05  5.46875000e-01  1.21403832e-02 
 1.07495000e-05  5.46875000e-01  1.21402008e-02 
 1.07505000e-05  5.46875000e-01  1.21400330e-02 
 1.07515000e-05  5.46875000e-01  1.21398507e-02 
 1.07525000e-05  5.46875000e-01  1.21396830e-02 
 1.07535000e-05  5.46875000e-01  1.21395008e-02 
 1.07545000e-05  5.46875000e-01  1.21393333e-02 
 1.07555000e-05  5.46875000e-01  1.21391512e-02 
 1.07565000e-05  5.46875000e-01  1.21389838e-02 
 1.07575000e-05  5.46875000e-01  1.21388018e-02 
 1.07585000e-05  5.46875000e-01  1.21386345e-02 
 1.07595000e-05  5.46875000e-01  1.21384526e-02 
 1.07605000e-05  5.46875000e-01  1.21382855e-02 
 1.07615000e-05  5.46875000e-01  1.21381037e-02 
 1.07625000e-05  5.46875000e-01  1.21379367e-02 
 1.07635000e-05  5.46875000e-01  1.21377550e-02 
 1.07645000e-05  5.46875000e-01  1.21375881e-02 
 1.07655000e-05  5.46875000e-01  1.21374065e-02 
 1.07665000e-05  5.46875000e-01  1.21372398e-02 
 1.07675000e-05  5.46875000e-01  1.21370583e-02 
 1.07685000e-05  5.46875000e-01  1.21368918e-02 
 1.07695000e-05  5.46875000e-01  1.21367103e-02 
 1.07705000e-05  5.46875000e-01  1.21365439e-02 
 1.07715000e-05  5.46875000e-01  1.21363626e-02 
 1.07725000e-05  5.46875000e-01  1.21361963e-02 
 1.07735000e-05  5.46875000e-01  1.21360151e-02 
 1.07745000e-05  5.46875000e-01  1.21358489e-02 
 1.07755000e-05  5.46875000e-01  1.21356678e-02 
 1.07765000e-05  5.46875000e-01  1.21355018e-02 
 1.07775000e-05  5.46875000e-01  1.21353208e-02 
 1.07785000e-05  5.46875000e-01  1.21351549e-02 
 1.07795000e-05  5.46875000e-01  1.21349740e-02 
 1.07805000e-05  5.46875000e-01  1.21348082e-02 
 1.07815000e-05  5.46875000e-01  1.21346274e-02 
 1.07825000e-05  5.46875000e-01  1.21344618e-02 
 1.07835000e-05  5.46875000e-01  1.21342811e-02 
 1.07845000e-05  5.46875000e-01  1.21341156e-02 
 1.07855000e-05  5.46875000e-01  1.21339350e-02 
 1.07865000e-05  5.46875000e-01  1.21337697e-02 
 1.07875000e-05  5.46875000e-01  1.21335891e-02 
 1.07885000e-05  5.46875000e-01  1.21334239e-02 
 1.07895000e-05  5.46875000e-01  1.21332435e-02 
 1.07905000e-05  5.46875000e-01  1.21330785e-02 
 1.07915000e-05  5.46875000e-01  1.21328981e-02 
 1.07925000e-05  5.46875000e-01  1.21327332e-02 
 1.07935000e-05  5.46875000e-01  1.21325530e-02 
 1.07945000e-05  5.46875000e-01  1.21323882e-02 
 1.07955000e-05  5.46875000e-01  1.21322081e-02 
 1.07965000e-05  5.46875000e-01  1.21320434e-02 
 1.07975000e-05  5.46875000e-01  1.21318634e-02 
 1.07985000e-05  5.46875000e-01  1.21316988e-02 
 1.07995000e-05  5.46875000e-01  1.21315189e-02 
 1.08005000e-05  5.46875000e-01  1.21313545e-02 
 1.08015000e-05  5.46875000e-01  1.21311747e-02 
 1.08025000e-05  5.46875000e-01  1.21310104e-02 
 1.08035000e-05  5.46875000e-01  1.21308307e-02 
 1.08045000e-05  5.46875000e-01  1.21306665e-02 
 1.08055000e-05  5.46875000e-01  1.21304869e-02 
 1.08065000e-05  5.46875000e-01  1.21303229e-02 
 1.08075000e-05  5.46875000e-01  1.21301434e-02 
 1.08085000e-05  5.46875000e-01  1.21299795e-02 
 1.08095000e-05  5.46875000e-01  1.21298001e-02 
 1.08105000e-05  5.46875000e-01  1.21296364e-02 
 1.08115000e-05  5.46875000e-01  1.21294571e-02 
 1.08125000e-05  5.46875000e-01  1.21292934e-02 
 1.08135000e-05  5.46875000e-01  1.21291142e-02 
 1.08145000e-05  5.46875000e-01  1.21289507e-02 
 1.08155000e-05  5.46875000e-01  1.21287716e-02 
 1.08165000e-05  5.46875000e-01  1.21286082e-02 
 1.08175000e-05  5.46875000e-01  1.21284292e-02 
 1.08185000e-05  5.46875000e-01  1.21282660e-02 
 1.08195000e-05  5.46875000e-01  1.21280871e-02 
 1.08205000e-05  5.46875000e-01  1.21279240e-02 
 1.08215000e-05  5.46875000e-01  1.21277452e-02 
 1.08225000e-05  5.46875000e-01  1.21275822e-02 
 1.08235000e-05  5.46875000e-01  1.21274035e-02 
 1.08245000e-05  5.46875000e-01  1.21272406e-02 
 1.08255000e-05  5.46875000e-01  1.21270620e-02 
 1.08265000e-05  5.46875000e-01  1.21268993e-02 
 1.08275000e-05  5.46875000e-01  1.21267208e-02 
 1.08285000e-05  5.46875000e-01  1.21265582e-02 
 1.08295000e-05  5.46875000e-01  1.21263798e-02 
 1.08305000e-05  5.46875000e-01  1.21262173e-02 
 1.08315000e-05  5.46875000e-01  1.21260391e-02 
 1.08325000e-05  5.46875000e-01  1.21258767e-02 
 1.08335000e-05  5.46875000e-01  1.21256985e-02 
 1.08345000e-05  5.46875000e-01  1.21255362e-02 
 1.08355000e-05  5.46875000e-01  1.21253582e-02 
 1.08365000e-05  5.46875000e-01  1.21251960e-02 
 1.08375000e-05  5.46875000e-01  1.21250181e-02 
 1.08385000e-05  5.46875000e-01  1.21248561e-02 
 1.08395000e-05  5.46875000e-01  1.21246782e-02 
 1.08405000e-05  5.46875000e-01  1.21245163e-02 
 1.08415000e-05  5.46875000e-01  1.21243386e-02 
 1.08425000e-05  5.46875000e-01  1.21241768e-02 
 1.08435000e-05  5.46875000e-01  1.21239992e-02 
 1.08445000e-05  5.46875000e-01  1.21238375e-02 
 1.08455000e-05  5.46875000e-01  1.21236600e-02 
 1.08465000e-05  5.46875000e-01  1.21234985e-02 
 1.08475000e-05  5.46875000e-01  1.21233211e-02 
 1.08485000e-05  5.46875000e-01  1.21231597e-02 
 1.08495000e-05  5.46875000e-01  1.21229823e-02 
 1.08505000e-05  5.46875000e-01  1.21228210e-02 
 1.08515000e-05  5.46875000e-01  1.21226438e-02 
 1.08525000e-05  5.46875000e-01  1.21224827e-02 
 1.08535000e-05  5.46875000e-01  1.21223056e-02 
 1.08545000e-05  5.46875000e-01  1.21221445e-02 
 1.08555000e-05  5.46875000e-01  1.21219675e-02 
 1.08565000e-05  5.46875000e-01  1.21218066e-02 
 1.08575000e-05  5.46875000e-01  1.21216297e-02 
 1.08585000e-05  5.46875000e-01  1.21214689e-02 
 1.08595000e-05  5.46875000e-01  1.21212921e-02 
 1.08605000e-05  5.46875000e-01  1.21211314e-02 
 1.08615000e-05  5.46875000e-01  1.21209547e-02 
 1.08625000e-05  5.46875000e-01  1.21207941e-02 
 1.08635000e-05  5.46875000e-01  1.21206175e-02 
 1.08645000e-05  5.46875000e-01  1.21204571e-02 
 1.08655000e-05  5.46875000e-01  1.21202806e-02 
 1.08665000e-05  5.46875000e-01  1.21201202e-02 
 1.08675000e-05  5.46875000e-01  1.21199439e-02 
 1.08685000e-05  5.46875000e-01  1.21197836e-02 
 1.08695000e-05  5.46875000e-01  1.21196074e-02 
 1.08705000e-05  5.46875000e-01  1.21194473e-02 
 1.08715000e-05  5.46875000e-01  1.21192711e-02 
 1.08725000e-05  5.46875000e-01  1.21191111e-02 
 1.08735000e-05  5.46875000e-01  1.21189351e-02 
 1.08745000e-05  5.46875000e-01  1.21187752e-02 
 1.08755000e-05  5.46875000e-01  1.21185992e-02 
 1.08765000e-05  5.46875000e-01  1.21184395e-02 
 1.08775000e-05  5.46875000e-01  1.21182636e-02 
 1.08785000e-05  5.46875000e-01  1.21181040e-02 
 1.08795000e-05  5.46875000e-01  1.21179283e-02 
 1.08805000e-05  5.46875000e-01  1.21177687e-02 
 1.08815000e-05  5.46875000e-01  1.21175931e-02 
 1.08825000e-05  5.46875000e-01  1.21174337e-02 
 1.08835000e-05  5.46875000e-01  1.21172582e-02 
 1.08845000e-05  5.46875000e-01  1.21170989e-02 
 1.08855000e-05  5.46875000e-01  1.21169234e-02 
 1.08865000e-05  5.46875000e-01  1.21167643e-02 
 1.08875000e-05  5.46875000e-01  1.21165889e-02 
 1.08885000e-05  5.46875000e-01  1.21164299e-02 
 1.08895000e-05  5.46875000e-01  1.21162547e-02 
 1.08905000e-05  5.46875000e-01  1.21160957e-02 
 1.08915000e-05  5.46875000e-01  1.21159206e-02 
 1.08925000e-05  5.46875000e-01  1.21157618e-02 
 1.08935000e-05  5.46875000e-01  1.21155868e-02 
 1.08945000e-05  5.46875000e-01  1.21154281e-02 
 1.08955000e-05  5.46875000e-01  1.21152532e-02 
 1.08965000e-05  5.46875000e-01  1.21150946e-02 
 1.08975000e-05  5.46875000e-01  1.21149198e-02 
 1.08985000e-05  5.46875000e-01  1.21147613e-02 
 1.08995000e-05  5.46875000e-01  1.21145866e-02 
 1.09005000e-05  5.46875000e-01  1.21144282e-02 
 1.09015000e-05  5.46875000e-01  1.21142536e-02 
 1.09025000e-05  5.46875000e-01  1.21140954e-02 
 1.09035000e-05  5.46875000e-01  1.21139209e-02 
 1.09045000e-05  5.46875000e-01  1.21137627e-02 
 1.09055000e-05  5.46875000e-01  1.21135883e-02 
 1.09065000e-05  5.46875000e-01  1.21134303e-02 
 1.09075000e-05  5.46875000e-01  1.21132560e-02 
 1.09085000e-05  5.46875000e-01  1.21130981e-02 
 1.09095000e-05  5.46875000e-01  1.21129239e-02 
 1.09105000e-05  5.46875000e-01  1.21127661e-02 
 1.09115000e-05  5.46875000e-01  1.21125921e-02 
 1.09125000e-05  5.46875000e-01  1.21124344e-02 
 1.09135000e-05  5.46875000e-01  1.21122604e-02 
 1.09145000e-05  5.46875000e-01  1.21121028e-02 
 1.09155000e-05  5.46875000e-01  1.21119290e-02 
 1.09165000e-05  5.46875000e-01  1.21117715e-02 
 1.09175000e-05  5.46875000e-01  1.21115978e-02 
 1.09185000e-05  5.46875000e-01  1.21114404e-02 
 1.09195000e-05  5.46875000e-01  1.21112667e-02 
 1.09205000e-05  5.46875000e-01  1.21111095e-02 
 1.09215000e-05  5.46875000e-01  1.21109360e-02 
 1.09225000e-05  5.46875000e-01  1.21107788e-02 
 1.09235000e-05  5.46875000e-01  1.21106054e-02 
 1.09245000e-05  5.46875000e-01  1.21104484e-02 
 1.09255000e-05  5.46875000e-01  1.21102750e-02 
 1.09265000e-05  5.46875000e-01  1.21101181e-02 
 1.09275000e-05  5.46875000e-01  1.21099449e-02 
 1.09285000e-05  5.46875000e-01  1.21097881e-02 
 1.09295000e-05  5.46875000e-01  1.21096149e-02 
 1.09305000e-05  5.46875000e-01  1.21094582e-02 
 1.09315000e-05  5.46875000e-01  1.21092852e-02 
 1.09325000e-05  5.46875000e-01  1.21091286e-02 
 1.09335000e-05  5.46875000e-01  1.21089557e-02 
 1.09345000e-05  5.46875000e-01  1.21087992e-02 
 1.09355000e-05  5.46875000e-01  1.21086264e-02 
 1.09365000e-05  5.46875000e-01  1.21084701e-02 
 1.09375000e-05  5.46875000e-01  1.21082974e-02 
 1.09385000e-05  5.46875000e-01  1.21081411e-02 
 1.09395000e-05  5.46875000e-01  1.21079685e-02 
 1.09405000e-05  5.46875000e-01  1.21078124e-02 
 1.09415000e-05  5.46875000e-01  1.21076398e-02 
 1.09425000e-05  5.46875000e-01  1.21074838e-02 
 1.09435000e-05  5.46875000e-01  1.21073114e-02 
 1.09445000e-05  5.46875000e-01  1.21071555e-02 
 1.09455000e-05  5.46875000e-01  1.21069832e-02 
 1.09465000e-05  5.46875000e-01  1.21068274e-02 
 1.09475000e-05  5.46875000e-01  1.21066552e-02 
 1.09485000e-05  5.46875000e-01  1.21064995e-02 
 1.09495000e-05  5.46875000e-01  1.21063274e-02 
 1.09505000e-05  5.46875000e-01  1.21061718e-02 
 1.09515000e-05  5.46875000e-01  1.21059998e-02 
 1.09525000e-05  5.46875000e-01  1.21058443e-02 
 1.09535000e-05  5.46875000e-01  1.21056724e-02 
 1.09545000e-05  5.46875000e-01  1.21055170e-02 
 1.09555000e-05  5.46875000e-01  1.21053453e-02 
 1.09565000e-05  5.46875000e-01  1.21051900e-02 
 1.09575000e-05  5.46875000e-01  1.21050183e-02 
 1.09585000e-05  5.46875000e-01  1.21048631e-02 
 1.09595000e-05  5.46875000e-01  1.21046916e-02 
 1.09605000e-05  5.46875000e-01  1.21045365e-02 
 1.09615000e-05  5.46875000e-01  1.21043650e-02 
 1.09625000e-05  5.46875000e-01  1.21042101e-02 
 1.09635000e-05  5.46875000e-01  1.21040387e-02 
 1.09645000e-05  5.46875000e-01  1.21038839e-02 
 1.09655000e-05  5.46875000e-01  1.21037126e-02 
 1.09665000e-05  5.46875000e-01  1.21035579e-02 
 1.09675000e-05  5.46875000e-01  1.21033867e-02 
 1.09685000e-05  5.46875000e-01  1.21032321e-02 
 1.09695000e-05  5.46875000e-01  1.21030610e-02 
 1.09705000e-05  5.46875000e-01  1.21029065e-02 
 1.09715000e-05  5.46875000e-01  1.21027355e-02 
 1.09725000e-05  5.46875000e-01  1.21025811e-02 
 1.09735000e-05  5.46875000e-01  1.21024103e-02 
 1.09745000e-05  5.46875000e-01  1.21022559e-02 
 1.09755000e-05  5.46875000e-01  1.21020852e-02 
 1.09765000e-05  5.46875000e-01  1.21019310e-02 
 1.09775000e-05  5.46875000e-01  1.21017604e-02 
 1.09785000e-05  5.46875000e-01  1.21016062e-02 
 1.09795000e-05  5.46875000e-01  1.21014357e-02 
 1.09805000e-05  5.46875000e-01  1.21012817e-02 
 1.09815000e-05  5.46875000e-01  1.21011113e-02 
 1.09825000e-05  5.46875000e-01  1.21009574e-02 
 1.09835000e-05  5.46875000e-01  1.21007870e-02 
 1.09845000e-05  5.46875000e-01  1.21006332e-02 
 1.09855000e-05  5.46875000e-01  1.21004630e-02 
 1.09865000e-05  5.46875000e-01  1.21003093e-02 
 1.09875000e-05  5.46875000e-01  1.21001392e-02 
 1.09885000e-05  5.46875000e-01  1.20999856e-02 
 1.09895000e-05  5.46875000e-01  1.20998156e-02 
 1.09905000e-05  5.46875000e-01  1.20996621e-02 
 1.09915000e-05  5.46875000e-01  1.20994922e-02 
 1.09925000e-05  5.46875000e-01  1.20993388e-02 
 1.09935000e-05  5.46875000e-01  1.20991690e-02 
 1.09945000e-05  5.46875000e-01  1.20990157e-02 
 1.09955000e-05  5.46875000e-01  1.20988460e-02 
 1.09965000e-05  5.46875000e-01  1.20986928e-02 
 1.09975000e-05  5.46875000e-01  1.20985232e-02 
 1.09985000e-05  5.46875000e-01  1.20983702e-02 
 1.09995000e-05  5.46875000e-01  1.20982007e-02 
 1.10005000e-05  5.46875000e-01  1.20980477e-02 
 1.10015000e-05  5.46875000e-01  1.20978783e-02 
 1.10025000e-05  5.46875000e-01  1.20977254e-02 
 1.10035000e-05  5.46875000e-01  1.20975561e-02 
 1.10045000e-05  5.46875000e-01  1.20974034e-02 
 1.10055000e-05  5.46875000e-01  1.20972342e-02 
 1.10065000e-05  5.46875000e-01  1.20970815e-02 
 1.10075000e-05  5.46875000e-01  1.20969124e-02 
 1.10085000e-05  5.46875000e-01  1.20967599e-02 
 1.10095000e-05  5.46875000e-01  1.20965909e-02 
 1.10105000e-05  5.46875000e-01  1.20964384e-02 
 1.10115000e-05  5.46875000e-01  1.20962695e-02 
 1.10125000e-05  5.46875000e-01  1.20961172e-02 
 1.10135000e-05  5.46875000e-01  1.20959484e-02 
 1.10145000e-05  5.46875000e-01  1.20957961e-02 
 1.10155000e-05  5.46875000e-01  1.20956275e-02 
 1.10165000e-05  5.46875000e-01  1.20954753e-02 
 1.10175000e-05  5.46875000e-01  1.20953067e-02 
 1.10185000e-05  5.46875000e-01  1.20951547e-02 
 1.10195000e-05  5.46875000e-01  1.20949862e-02 
 1.10205000e-05  5.46875000e-01  1.20948342e-02 
 1.10215000e-05  5.46875000e-01  1.20946659e-02 
 1.10225000e-05  5.46875000e-01  1.20945140e-02 
 1.10235000e-05  5.46875000e-01  1.20943457e-02 
 1.10245000e-05  5.46875000e-01  1.20941940e-02 
 1.10255000e-05  5.46875000e-01  1.20940258e-02 
 1.10265000e-05  5.46875000e-01  1.20938742e-02 
 1.10275000e-05  5.46875000e-01  1.20937061e-02 
 1.10285000e-05  5.46875000e-01  1.20935546e-02 
 1.10295000e-05  5.46875000e-01  1.20933866e-02 
 1.10305000e-05  5.46875000e-01  1.20932351e-02 
 1.10315000e-05  5.46875000e-01  1.20930673e-02 
 1.10325000e-05  5.46875000e-01  1.20929159e-02 
 1.10335000e-05  5.46875000e-01  1.20927482e-02 
 1.10345000e-05  5.46875000e-01  1.20925969e-02 
 1.10355000e-05  5.46875000e-01  1.20924293e-02 
 1.10365000e-05  5.46875000e-01  1.20922781e-02 
 1.10375000e-05  5.46875000e-01  1.20921105e-02 
 1.10385000e-05  5.46875000e-01  1.20919595e-02 
 1.10395000e-05  5.46875000e-01  1.20917920e-02 
 1.10405000e-05  5.46875000e-01  1.20916411e-02 
 1.10415000e-05  5.46875000e-01  1.20914737e-02 
 1.10425000e-05  5.46875000e-01  1.20913229e-02 
 1.10435000e-05  5.46875000e-01  1.20911556e-02 
 1.10445000e-05  5.46875000e-01  1.20910049e-02 
 1.10455000e-05  5.46875000e-01  1.20908377e-02 
 1.10465000e-05  5.46875000e-01  1.20906871e-02 
 1.10475000e-05  5.46875000e-01  1.20905200e-02 
 1.10485000e-05  5.46875000e-01  1.20903695e-02 
 1.10495000e-05  5.46875000e-01  1.20902025e-02 
 1.10505000e-05  5.46875000e-01  1.20900521e-02 
 1.10515000e-05  5.46875000e-01  1.20898852e-02 
 1.10525000e-05  5.46875000e-01  1.20897349e-02 
 1.10535000e-05  5.46875000e-01  1.20895681e-02 
 1.10545000e-05  5.46875000e-01  1.20894179e-02 
 1.10555000e-05  5.46875000e-01  1.20892512e-02 
 1.10565000e-05  5.46875000e-01  1.20891010e-02 
 1.10575000e-05  5.46875000e-01  1.20889345e-02 
 1.10585000e-05  5.46875000e-01  1.20887844e-02 
 1.10595000e-05  5.46875000e-01  1.20886180e-02 
 1.10605000e-05  5.46875000e-01  1.20884680e-02 
 1.10615000e-05  5.46875000e-01  1.20883017e-02 
 1.10625000e-05  5.46875000e-01  1.20881518e-02 
 1.10635000e-05  5.46875000e-01  1.20879856e-02 
 1.10645000e-05  5.46875000e-01  1.20878358e-02 
 1.10655000e-05  5.46875000e-01  1.20876696e-02 
 1.10665000e-05  5.46875000e-01  1.20875200e-02 
 1.10675000e-05  5.46875000e-01  1.20873539e-02 
 1.10685000e-05  5.46875000e-01  1.20872044e-02 
 1.10695000e-05  5.46875000e-01  1.20870384e-02 
 1.10705000e-05  5.46875000e-01  1.20868889e-02 
 1.10715000e-05  5.46875000e-01  1.20867231e-02 
 1.10725000e-05  5.46875000e-01  1.20865737e-02 
 1.10735000e-05  5.46875000e-01  1.20864080e-02 
 1.10745000e-05  5.46875000e-01  1.20862587e-02 
 1.10755000e-05  5.46875000e-01  1.20860930e-02 
 1.10765000e-05  5.46875000e-01  1.20859439e-02 
 1.10775000e-05  5.46875000e-01  1.20857783e-02 
 1.10785000e-05  5.46875000e-01  1.20856292e-02 
 1.10795000e-05  5.46875000e-01  1.20854638e-02 
 1.10805000e-05  5.46875000e-01  1.20853148e-02 
 1.10815000e-05  5.46875000e-01  1.20851494e-02 
 1.10825000e-05  5.46875000e-01  1.20850006e-02 
 1.10835000e-05  5.46875000e-01  1.20848353e-02 
 1.10845000e-05  5.46875000e-01  1.20846865e-02 
 1.10855000e-05  5.46875000e-01  1.20845214e-02 
 1.10865000e-05  5.46875000e-01  1.20843727e-02 
 1.10875000e-05  5.46875000e-01  1.20842076e-02 
 1.10885000e-05  5.46875000e-01  1.20840590e-02 
 1.10895000e-05  5.46875000e-01  1.20838940e-02 
 1.10905000e-05  5.46875000e-01  1.20837455e-02 
 1.10915000e-05  5.46875000e-01  1.20835807e-02 
 1.10925000e-05  5.46875000e-01  1.20834323e-02 
 1.10935000e-05  5.46875000e-01  1.20832675e-02 
 1.10945000e-05  5.46875000e-01  1.20831192e-02 
 1.10955000e-05  5.46875000e-01  1.20829546e-02 
 1.10965000e-05  5.46875000e-01  1.20828063e-02 
 1.10975000e-05  5.46875000e-01  1.20826418e-02 
 1.10985000e-05  5.46875000e-01  1.20824937e-02 
 1.10995000e-05  5.46875000e-01  1.20823292e-02 
 1.11005000e-05  5.46875000e-01  1.20821812e-02 
 1.11015000e-05  5.46875000e-01  1.20820168e-02 
 1.11025000e-05  5.46875000e-01  1.20818689e-02 
 1.11035000e-05  5.46875000e-01  1.20817046e-02 
 1.11045000e-05  5.46875000e-01  1.20815568e-02 
 1.11055000e-05  5.46875000e-01  1.20813926e-02 
 1.11065000e-05  5.46875000e-01  1.20812449e-02 
 1.11075000e-05  5.46875000e-01  1.20810808e-02 
 1.11085000e-05  5.46875000e-01  1.20809332e-02 
 1.11095000e-05  5.46875000e-01  1.20807692e-02 
 1.11105000e-05  5.46875000e-01  1.20806216e-02 
 1.11115000e-05  5.46875000e-01  1.20804578e-02 
 1.11125000e-05  5.46875000e-01  1.20803103e-02 
 1.11135000e-05  5.46875000e-01  1.20801465e-02 
 1.11145000e-05  5.46875000e-01  1.20799992e-02 
 1.11155000e-05  5.46875000e-01  1.20798355e-02 
 1.11165000e-05  5.46875000e-01  1.20796882e-02 
 1.11175000e-05  5.46875000e-01  1.20795247e-02 
 1.11185000e-05  5.46875000e-01  1.20793775e-02 
 1.11195000e-05  5.46875000e-01  1.20792140e-02 
 1.11205000e-05  5.46875000e-01  1.20790669e-02 
 1.11215000e-05  5.46875000e-01  1.20789036e-02 
 1.11225000e-05  5.46875000e-01  1.20787566e-02 
 1.11235000e-05  5.46875000e-01  1.20785933e-02 
 1.11245000e-05  5.46875000e-01  1.20784464e-02 
 1.11255000e-05  5.46875000e-01  1.20782832e-02 
 1.11265000e-05  5.46875000e-01  1.20781364e-02 
 1.11275000e-05  5.46875000e-01  1.20779733e-02 
 1.11285000e-05  5.46875000e-01  1.20778266e-02 
 1.11295000e-05  5.46875000e-01  1.20776636e-02 
 1.11305000e-05  5.46875000e-01  1.20775170e-02 
 1.11315000e-05  5.46875000e-01  1.20773541e-02 
 1.11325000e-05  5.46875000e-01  1.20772076e-02 
 1.11335000e-05  5.46875000e-01  1.20770448e-02 
 1.11345000e-05  5.46875000e-01  1.20768984e-02 
 1.11355000e-05  5.46875000e-01  1.20767357e-02 
